Date,Date_Key,Year,Quarter,Month_Number,Month_Name,Year_Month,Week_Number,Day,Day_Name,Is_Weekend
2020-03-04,20200423,2020,Q1,3,March,20-Mar,10,4,Wednesday,FALSE
2020-03-05,20221129,2020,Q1,3,March,20-Mar,10,5,Thursday,FALSE
2020-03-06,20240706,2020,Q1,3,March,20-Mar,10,6,Friday,FALSE
2020-03-07,20210810,2020,Q1,3,March,20-Mar,10,7,Saturday,TRUE
2020-03-08,20240521,2020,Q1,3,March,20-Mar,10,8,Sunday,TRUE
2020-03-09,20191004,2020,Q1,3,March,20-Mar,11,9,Monday,FALSE
2020-03-10,20200821,2020,Q1,3,March,20-Mar,11,10,Tuesday,FALSE
2020-03-11,20150924,2020,Q1,3,March,20-Mar,11,11,Wednesday,FALSE
2020-03-12,20200415,2020,Q1,3,March,20-Mar,11,12,Thursday,FALSE
2020-03-13,20241003,2020,Q1,3,March,20-Mar,11,13,Friday,FALSE
2020-03-14,20160206,2020,Q1,3,March,20-Mar,11,14,Saturday,TRUE
2020-03-15,20240513,2020,Q1,3,March,20-Mar,11,15,Sunday,TRUE
2020-03-16,20240926,2020,Q1,3,March,20-Mar,12,16,Monday,FALSE
2020-03-17,20231121,2020,Q1,3,March,20-Mar,12,17,Tuesday,FALSE
2020-03-18,20151026,2020,Q1,3,March,20-Mar,12,18,Wednesday,FALSE
2020-03-19,20200624,2020,Q1,3,March,20-Mar,12,19,Thursday,FALSE
2020-03-20,20220417,2020,Q1,3,March,20-Mar,12,20,Friday,FALSE
2020-03-21,20190416,2020,Q1,3,March,20-Mar,12,21,Saturday,TRUE
2020-03-22,20170426,2020,Q1,3,March,20-Mar,12,22,Sunday,TRUE
2020-03-23,20220316,2020,Q1,3,March,20-Mar,13,23,Monday,FALSE
2020-03-24,20150301,2020,Q1,3,March,20-Mar,13,24,Tuesday,FALSE
2020-03-25,20151018,2020,Q1,3,March,20-Mar,13,25,Wednesday,FALSE
2020-03-26,20160330,2020,Q1,3,March,20-Mar,13,26,Thursday,FALSE
2020-03-27,20191127,2020,Q1,3,March,20-Mar,13,27,Friday,FALSE
2020-03-28,20200727,2020,Q1,3,March,20-Mar,13,28,Saturday,TRUE
2020-03-29,20180117,2020,Q1,3,March,20-Mar,13,29,Sunday,TRUE
2020-03-30,20230425,2020,Q1,3,March,20-Mar,14,30,Monday,FALSE
2020-03-31,20231019,2020,Q1,3,March,20-Mar,14,31,Tuesday,FALSE
2020-04-01,20150702,2020,Q2,4,April,20-Apr,14,1,Wednesday,FALSE
2020-04-02,20220515,2020,Q2,4,April,20-Apr,14,2,Thursday,FALSE
2020-04-03,20240813,2020,Q2,4,April,20-Apr,14,3,Friday,FALSE
2020-04-04,20190220,2020,Q2,4,April,20-Apr,14,4,Saturday,TRUE
2020-04-05,20170210,2020,Q2,4,April,20-Apr,14,5,Sunday,TRUE
2020-04-06,20150719,2020,Q2,4,April,20-Apr,15,6,Monday,FALSE
2020-04-07,20231226,2020,Q2,4,April,20-Apr,15,7,Tuesday,FALSE
2020-04-08,20201105,2020,Q2,4,April,20-Apr,15,8,Wednesday,FALSE
2020-04-09,20241101,2020,Q2,4,April,20-Apr,15,9,Thursday,FALSE
2020-04-10,20190409,2020,Q2,4,April,20-Apr,15,10,Friday,FALSE
2020-04-11,20231101,2020,Q2,4,April,20-Apr,15,11,Saturday,TRUE
2020-04-12,20170818,2020,Q2,4,April,20-Apr,15,12,Sunday,TRUE
2020-04-13,20190405,2020,Q2,4,April,20-Apr,16,13,Monday,FALSE
2020-04-14,20240924,2020,Q2,4,April,20-Apr,16,14,Tuesday,FALSE
2020-04-15,20171024,2020,Q2,4,April,20-Apr,16,15,Wednesday,FALSE
2020-04-16,20231010,2020,Q2,4,April,20-Apr,16,16,Thursday,FALSE
2020-04-17,20170920,2020,Q2,4,April,20-Apr,16,17,Friday,FALSE
2020-04-18,20161213,2020,Q2,4,April,20-Apr,16,18,Saturday,TRUE
2020-04-19,20220617,2020,Q2,4,April,20-Apr,16,19,Sunday,TRUE
2020-04-20,20180207,2020,Q2,4,April,20-Apr,17,20,Monday,FALSE
2020-04-21,20221013,2020,Q2,4,April,20-Apr,17,21,Tuesday,FALSE
2020-04-22,20230919,2020,Q2,4,April,20-Apr,17,22,Wednesday,FALSE
2020-04-23,20241016,2020,Q2,4,April,20-Apr,17,23,Thursday,FALSE
2020-04-24,20210805,2020,Q2,4,April,20-Apr,17,24,Friday,FALSE
2020-04-25,20200711,2020,Q2,4,April,20-Apr,17,25,Saturday,TRUE
2020-04-26,20180407,2020,Q2,4,April,20-Apr,17,26,Sunday,TRUE
2020-04-27,20160601,2020,Q2,4,April,20-Apr,18,27,Monday,FALSE
2020-04-28,20211011,2020,Q2,4,April,20-Apr,18,28,Tuesday,FALSE
2020-04-29,20160329,2020,Q2,4,April,20-Apr,18,29,Wednesday,FALSE
2020-04-30,20200103,2020,Q2,4,April,20-Apr,18,30,Thursday,FALSE
2020-05-01,20200605,2020,Q2,5,May,20-May,18,1,Friday,FALSE
2020-05-02,20160515,2020,Q2,5,May,20-May,18,2,Saturday,TRUE
2020-05-03,20200716,2020,Q2,5,May,20-May,18,3,Sunday,TRUE
2020-05-04,20241215,2020,Q2,5,May,20-May,19,4,Monday,FALSE
2020-05-05,20210618,2020,Q2,5,May,20-May,19,5,Tuesday,FALSE
2020-05-06,20190509,2020,Q2,5,May,20-May,19,6,Wednesday,FALSE
2020-05-07,20161018,2020,Q2,5,May,20-May,19,7,Thursday,FALSE
2020-05-08,20150211,2020,Q2,5,May,20-May,19,8,Friday,FALSE
2020-05-09,20160907,2020,Q2,5,May,20-May,19,9,Saturday,TRUE
2020-05-10,20231109,2020,Q2,5,May,20-May,19,10,Sunday,TRUE
2020-05-11,20190103,2020,Q2,5,May,20-May,20,11,Monday,FALSE
2020-05-12,20240926,2020,Q2,5,May,20-May,20,12,Tuesday,FALSE
2020-05-13,20190923,2020,Q2,5,May,20-May,20,13,Wednesday,FALSE
2020-05-14,20241106,2020,Q2,5,May,20-May,20,14,Thursday,FALSE
2020-05-15,20191226,2020,Q2,5,May,20-May,20,15,Friday,FALSE
2020-05-16,20210603,2020,Q2,5,May,20-May,20,16,Saturday,TRUE
2020-05-17,20200115,2020,Q2,5,May,20-May,20,17,Sunday,TRUE
2020-05-18,20150217,2020,Q2,5,May,20-May,21,18,Monday,FALSE
2020-05-19,20210105,2020,Q2,5,May,20-May,21,19,Tuesday,FALSE
2020-05-20,20191001,2020,Q2,5,May,20-May,21,20,Wednesday,FALSE
2020-05-21,20190317,2020,Q2,5,May,20-May,21,21,Thursday,FALSE
2020-05-22,20190411,2020,Q2,5,May,20-May,21,22,Friday,FALSE
2020-05-23,20181111,2020,Q2,5,May,20-May,21,23,Saturday,TRUE
2020-05-24,20200501,2020,Q2,5,May,20-May,21,24,Sunday,TRUE
2020-05-25,20190831,2020,Q2,5,May,20-May,22,25,Monday,FALSE
2020-05-26,20180711,2020,Q2,5,May,20-May,22,26,Tuesday,FALSE
2020-05-27,20201007,2020,Q2,5,May,20-May,22,27,Wednesday,FALSE
2020-05-28,20210517,2020,Q2,5,May,20-May,22,28,Thursday,FALSE
2020-05-29,20200418,2020,Q2,5,May,20-May,22,29,Friday,FALSE
2020-05-30,20160418,2020,Q2,5,May,20-May,22,30,Saturday,TRUE
2020-05-31,20190407,2020,Q2,5,May,20-May,22,31,Sunday,TRUE
2020-06-01,20231117,2020,Q2,6,June,20-Jun,23,1,Monday,FALSE
2020-06-02,20161108,2020,Q2,6,June,20-Jun,23,2,Tuesday,FALSE
2020-06-03,20210709,2020,Q2,6,June,20-Jun,23,3,Wednesday,FALSE
2020-06-04,20220614,2020,Q2,6,June,20-Jun,23,4,Thursday,FALSE
2020-06-05,20231205,2020,Q2,6,June,20-Jun,23,5,Friday,FALSE
2020-06-06,20170522,2020,Q2,6,June,20-Jun,23,6,Saturday,TRUE
2020-06-07,20150506,2020,Q2,6,June,20-Jun,23,7,Sunday,TRUE
2020-06-08,20170811,2020,Q2,6,June,20-Jun,24,8,Monday,FALSE
2020-06-09,20181222,2020,Q2,6,June,20-Jun,24,9,Tuesday,FALSE
2020-06-10,20210630,2020,Q2,6,June,20-Jun,24,10,Wednesday,FALSE
2020-06-11,20240826,2020,Q2,6,June,20-Jun,24,11,Thursday,FALSE
2020-06-12,20240526,2020,Q2,6,June,20-Jun,24,12,Friday,FALSE
2020-06-13,20180201,2020,Q2,6,June,20-Jun,24,13,Saturday,TRUE
2020-06-14,20190222,2020,Q2,6,June,20-Jun,24,14,Sunday,TRUE
2020-06-15,20150308,2020,Q2,6,June,20-Jun,25,15,Monday,FALSE
2020-06-16,20170825,2020,Q2,6,June,20-Jun,25,16,Tuesday,FALSE
2020-06-17,20201002,2020,Q2,6,June,20-Jun,25,17,Wednesday,FALSE
2020-06-18,20201122,2020,Q2,6,June,20-Jun,25,18,Thursday,FALSE
2020-06-19,20160428,2020,Q2,6,June,20-Jun,25,19,Friday,FALSE
2020-06-20,20171124,2020,Q2,6,June,20-Jun,25,20,Saturday,TRUE
2020-06-21,20210823,2020,Q2,6,June,20-Jun,25,21,Sunday,TRUE
2020-06-22,20160406,2020,Q2,6,June,20-Jun,26,22,Monday,FALSE
2020-06-23,20240508,2020,Q2,6,June,20-Jun,26,23,Tuesday,FALSE
2020-06-24,20190629,2020,Q2,6,June,20-Jun,26,24,Wednesday,FALSE
2020-06-25,20161203,2020,Q2,6,June,20-Jun,26,25,Thursday,FALSE
2020-06-26,20191209,2020,Q2,6,June,20-Jun,26,26,Friday,FALSE
2020-06-27,20220718,2020,Q2,6,June,20-Jun,26,27,Saturday,TRUE
2020-06-28,20151222,2020,Q2,6,June,20-Jun,26,28,Sunday,TRUE
2020-06-29,20240105,2020,Q2,6,June,20-Jun,27,29,Monday,FALSE
2020-06-30,20240927,2020,Q2,6,June,20-Jun,27,30,Tuesday,FALSE
2020-07-01,20161206,2020,Q3,7,July,20-Jul,27,1,Wednesday,FALSE
2020-07-02,20230111,2020,Q3,7,July,20-Jul,27,2,Thursday,FALSE
2020-07-03,20240807,2020,Q3,7,July,20-Jul,27,3,Friday,FALSE
2020-07-04,20241127,2020,Q3,7,July,20-Jul,27,4,Saturday,TRUE
2020-07-05,20240110,2020,Q3,7,July,20-Jul,27,5,Sunday,TRUE
2020-07-06,20201021,2020,Q3,7,July,20-Jul,28,6,Monday,FALSE
2020-07-07,20190409,2020,Q3,7,July,20-Jul,28,7,Tuesday,FALSE
2020-07-08,20210911,2020,Q3,7,July,20-Jul,28,8,Wednesday,FALSE
2020-07-09,20211025,2020,Q3,7,July,20-Jul,28,9,Thursday,FALSE
2020-07-10,20240820,2020,Q3,7,July,20-Jul,28,10,Friday,FALSE
2020-07-11,20210330,2020,Q3,7,July,20-Jul,28,11,Saturday,TRUE
2020-07-12,20150211,2020,Q3,7,July,20-Jul,28,12,Sunday,TRUE
2020-07-13,20150210,2020,Q3,7,July,20-Jul,29,13,Monday,FALSE
2020-07-14,20230817,2020,Q3,7,July,20-Jul,29,14,Tuesday,FALSE
2020-07-15,20230331,2020,Q3,7,July,20-Jul,29,15,Wednesday,FALSE
2020-07-16,20230224,2020,Q3,7,July,20-Jul,29,16,Thursday,FALSE
2020-07-17,20150206,2020,Q3,7,July,20-Jul,29,17,Friday,FALSE
2020-07-18,20180720,2020,Q3,7,July,20-Jul,29,18,Saturday,TRUE
2020-07-19,20240112,2020,Q3,7,July,20-Jul,29,19,Sunday,TRUE
2020-07-20,20200228,2020,Q3,7,July,20-Jul,30,20,Monday,FALSE
2020-07-21,20170316,2020,Q3,7,July,20-Jul,30,21,Tuesday,FALSE
2020-07-22,20220401,2020,Q3,7,July,20-Jul,30,22,Wednesday,FALSE
2020-07-23,20241126,2020,Q3,7,July,20-Jul,30,23,Thursday,FALSE
2020-07-24,20160206,2020,Q3,7,July,20-Jul,30,24,Friday,FALSE
2020-07-25,20170805,2020,Q3,7,July,20-Jul,30,25,Saturday,TRUE
2020-07-26,20161004,2020,Q3,7,July,20-Jul,30,26,Sunday,TRUE
2020-07-27,20201005,2020,Q3,7,July,20-Jul,31,27,Monday,FALSE
2020-07-28,20150706,2020,Q3,7,July,20-Jul,31,28,Tuesday,FALSE
2020-07-29,20190815,2020,Q3,7,July,20-Jul,31,29,Wednesday,FALSE
2020-07-30,20240710,2020,Q3,7,July,20-Jul,31,30,Thursday,FALSE
2020-07-31,20220420,2020,Q3,7,July,20-Jul,31,31,Friday,FALSE
2020-08-01,20230210,2020,Q3,8,August,20-Aug,31,1,Saturday,TRUE
2020-08-02,20210601,2020,Q3,8,August,20-Aug,31,2,Sunday,TRUE
2020-08-03,20231124,2020,Q3,8,August,20-Aug,32,3,Monday,FALSE
2020-08-04,20190127,2020,Q3,8,August,20-Aug,32,4,Tuesday,FALSE
2020-08-05,20160206,2020,Q3,8,August,20-Aug,32,5,Wednesday,FALSE
2020-08-06,20180915,2020,Q3,8,August,20-Aug,32,6,Thursday,FALSE
2020-08-07,20170608,2020,Q3,8,August,20-Aug,32,7,Friday,FALSE
2020-08-08,20150706,2020,Q3,8,August,20-Aug,32,8,Saturday,TRUE
2020-08-09,20200626,2020,Q3,8,August,20-Aug,32,9,Sunday,TRUE
2020-08-10,20220620,2020,Q3,8,August,20-Aug,33,10,Monday,FALSE
2020-08-11,20170405,2020,Q3,8,August,20-Aug,33,11,Tuesday,FALSE
2020-08-12,20180614,2020,Q3,8,August,20-Aug,33,12,Wednesday,FALSE
2020-08-13,20150602,2020,Q3,8,August,20-Aug,33,13,Thursday,FALSE
2020-08-14,20150420,2020,Q3,8,August,20-Aug,33,14,Friday,FALSE
2020-08-15,20191116,2020,Q3,8,August,20-Aug,33,15,Saturday,TRUE
2020-08-16,20210924,2020,Q3,8,August,20-Aug,33,16,Sunday,TRUE
2020-08-17,20161019,2020,Q3,8,August,20-Aug,34,17,Monday,FALSE
2020-08-18,20240822,2020,Q3,8,August,20-Aug,34,18,Tuesday,FALSE
2020-08-19,20190608,2020,Q3,8,August,20-Aug,34,19,Wednesday,FALSE
2020-08-20,20161125,2020,Q3,8,August,20-Aug,34,20,Thursday,FALSE
2020-08-21,20241105,2020,Q3,8,August,20-Aug,34,21,Friday,FALSE
2020-08-22,20240309,2020,Q3,8,August,20-Aug,34,22,Saturday,TRUE
2020-08-23,20221018,2020,Q3,8,August,20-Aug,34,23,Sunday,TRUE
2020-08-24,20150516,2020,Q3,8,August,20-Aug,35,24,Monday,FALSE
2020-08-25,20230322,2020,Q3,8,August,20-Aug,35,25,Tuesday,FALSE
2020-08-26,20180904,2020,Q3,8,August,20-Aug,35,26,Wednesday,FALSE
2020-08-27,20190416,2020,Q3,8,August,20-Aug,35,27,Thursday,FALSE
2020-08-28,20220314,2020,Q3,8,August,20-Aug,35,28,Friday,FALSE
2020-08-29,20160729,2020,Q3,8,August,20-Aug,35,29,Saturday,TRUE
2020-08-30,20180807,2020,Q3,8,August,20-Aug,35,30,Sunday,TRUE
2020-08-31,20160630,2020,Q3,8,August,20-Aug,36,31,Monday,FALSE
2020-09-01,20181228,2020,Q3,9,September,20-Sep,36,1,Tuesday,FALSE
2020-09-02,20210212,2020,Q3,9,September,20-Sep,36,2,Wednesday,FALSE
2020-09-03,20240703,2020,Q3,9,September,20-Sep,36,3,Thursday,FALSE
2020-09-04,20200808,2020,Q3,9,September,20-Sep,36,4,Friday,FALSE
2020-09-05,20240926,2020,Q3,9,September,20-Sep,36,5,Saturday,TRUE
2020-09-06,20220311,2020,Q3,9,September,20-Sep,36,6,Sunday,TRUE
2020-09-07,20221013,2020,Q3,9,September,20-Sep,37,7,Monday,FALSE
2020-09-08,20201118,2020,Q3,9,September,20-Sep,37,8,Tuesday,FALSE
2020-09-09,20221126,2020,Q3,9,September,20-Sep,37,9,Wednesday,FALSE
2020-09-10,20180905,2020,Q3,9,September,20-Sep,37,10,Thursday,FALSE
2020-09-11,20210624,2020,Q3,9,September,20-Sep,37,11,Friday,FALSE
2020-09-12,20221031,2020,Q3,9,September,20-Sep,37,12,Saturday,TRUE
2020-09-13,20230625,2020,Q3,9,September,20-Sep,37,13,Sunday,TRUE
2020-09-14,20190724,2020,Q3,9,September,20-Sep,38,14,Monday,FALSE
2020-09-15,20201226,2020,Q3,9,September,20-Sep,38,15,Tuesday,FALSE
2020-09-16,20210507,2020,Q3,9,September,20-Sep,38,16,Wednesday,FALSE
2020-09-17,20220730,2020,Q3,9,September,20-Sep,38,17,Thursday,FALSE
2020-09-18,20230620,2020,Q3,9,September,20-Sep,38,18,Friday,FALSE
2020-09-19,20241119,2020,Q3,9,September,20-Sep,38,19,Saturday,TRUE
2020-09-20,20181127,2020,Q3,9,September,20-Sep,38,20,Sunday,TRUE
2020-09-21,20180518,2020,Q3,9,September,20-Sep,39,21,Monday,FALSE
2020-09-22,20240509,2020,Q3,9,September,20-Sep,39,22,Tuesday,FALSE
2020-09-23,20211028,2020,Q3,9,September,20-Sep,39,23,Wednesday,FALSE
2020-09-24,20200408,2020,Q3,9,September,20-Sep,39,24,Thursday,FALSE
2020-09-25,20171203,2020,Q3,9,September,20-Sep,39,25,Friday,FALSE
2020-09-26,20220414,2020,Q3,9,September,20-Sep,39,26,Saturday,TRUE
2020-09-27,20211001,2020,Q3,9,September,20-Sep,39,27,Sunday,TRUE
2020-09-28,20200306,2020,Q3,9,September,20-Sep,40,28,Monday,FALSE
2020-09-29,20211128,2020,Q3,9,September,20-Sep,40,29,Tuesday,FALSE
2020-09-30,20170720,2020,Q3,9,September,20-Sep,40,30,Wednesday,FALSE
2020-10-01,20170723,2020,Q4,10,October,20-Oct,40,1,Thursday,FALSE
2020-10-02,20180925,2020,Q4,10,October,20-Oct,40,2,Friday,FALSE
2020-10-03,20171013,2020,Q4,10,October,20-Oct,40,3,Saturday,TRUE
2020-10-04,20240320,2020,Q4,10,October,20-Oct,40,4,Sunday,TRUE
2020-10-05,20191025,2020,Q4,10,October,20-Oct,41,5,Monday,FALSE
2020-10-06,20230618,2020,Q4,10,October,20-Oct,41,6,Tuesday,FALSE
2020-10-07,20201028,2020,Q4,10,October,20-Oct,41,7,Wednesday,FALSE
2020-10-08,20240330,2020,Q4,10,October,20-Oct,41,8,Thursday,FALSE
2020-10-09,20210509,2020,Q4,10,October,20-Oct,41,9,Friday,FALSE
2020-10-10,20200316,2020,Q4,10,October,20-Oct,41,10,Saturday,TRUE
2020-10-11,20170201,2020,Q4,10,October,20-Oct,41,11,Sunday,TRUE
2020-10-12,20171020,2020,Q4,10,October,20-Oct,42,12,Monday,FALSE
2020-10-13,20150428,2020,Q4,10,October,20-Oct,42,13,Tuesday,FALSE
2020-10-14,20180802,2020,Q4,10,October,20-Oct,42,14,Wednesday,FALSE
2020-10-15,20190604,2020,Q4,10,October,20-Oct,42,15,Thursday,FALSE
2020-10-16,20220119,2020,Q4,10,October,20-Oct,42,16,Friday,FALSE
2020-10-17,20191122,2020,Q4,10,October,20-Oct,42,17,Saturday,TRUE
2020-10-18,20160526,2020,Q4,10,October,20-Oct,42,18,Sunday,TRUE
2020-10-19,20180619,2020,Q4,10,October,20-Oct,43,19,Monday,FALSE
2020-10-20,20160923,2020,Q4,10,October,20-Oct,43,20,Tuesday,FALSE
2020-10-21,20210625,2020,Q4,10,October,20-Oct,43,21,Wednesday,FALSE
2020-10-22,20221216,2020,Q4,10,October,20-Oct,43,22,Thursday,FALSE
2020-10-23,20171015,2020,Q4,10,October,20-Oct,43,23,Friday,FALSE
2020-10-24,20220421,2020,Q4,10,October,20-Oct,43,24,Saturday,TRUE
2020-10-25,20231224,2020,Q4,10,October,20-Oct,43,25,Sunday,TRUE
2020-10-26,20200811,2020,Q4,10,October,20-Oct,44,26,Monday,FALSE
2020-10-27,20150124,2020,Q4,10,October,20-Oct,44,27,Tuesday,FALSE
2020-10-28,20210116,2020,Q4,10,October,20-Oct,44,28,Wednesday,FALSE
2020-10-29,20161106,2020,Q4,10,October,20-Oct,44,29,Thursday,FALSE
2020-10-30,20210502,2020,Q4,10,October,20-Oct,44,30,Friday,FALSE
2020-10-31,20210326,2020,Q4,10,October,20-Oct,44,31,Saturday,TRUE
2020-11-01,20240816,2020,Q4,11,November,20-Nov,44,1,Sunday,TRUE
2020-11-02,20210218,2020,Q4,11,November,20-Nov,45,2,Monday,FALSE
2020-11-03,20230104,2020,Q4,11,November,20-Nov,45,3,Tuesday,FALSE
2020-11-04,20221030,2020,Q4,11,November,20-Nov,45,4,Wednesday,FALSE
2020-11-05,20200309,2020,Q4,11,November,20-Nov,45,5,Thursday,FALSE
2020-11-06,20240131,2020,Q4,11,November,20-Nov,45,6,Friday,FALSE
2020-11-07,20241003,2020,Q4,11,November,20-Nov,45,7,Saturday,TRUE
2020-11-08,20210911,2020,Q4,11,November,20-Nov,45,8,Sunday,TRUE
2020-11-09,20161012,2020,Q4,11,November,20-Nov,46,9,Monday,FALSE
2020-11-10,20180105,2020,Q4,11,November,20-Nov,46,10,Tuesday,FALSE
2020-11-11,20151217,2020,Q4,11,November,20-Nov,46,11,Wednesday,FALSE
2020-11-12,20211002,2020,Q4,11,November,20-Nov,46,12,Thursday,FALSE
2020-11-13,20230319,2020,Q4,11,November,20-Nov,46,13,Friday,FALSE
2020-11-14,20241115,2020,Q4,11,November,20-Nov,46,14,Saturday,TRUE
2020-11-15,20150602,2020,Q4,11,November,20-Nov,46,15,Sunday,TRUE
2020-11-16,20170608,2020,Q4,11,November,20-Nov,47,16,Monday,FALSE
2020-11-17,20170914,2020,Q4,11,November,20-Nov,47,17,Tuesday,FALSE
2020-11-18,20231025,2020,Q4,11,November,20-Nov,47,18,Wednesday,FALSE
2020-11-19,20160826,2020,Q4,11,November,20-Nov,47,19,Thursday,FALSE
2020-11-20,20161102,2020,Q4,11,November,20-Nov,47,20,Friday,FALSE
2020-11-21,20180314,2020,Q4,11,November,20-Nov,47,21,Saturday,TRUE
2020-11-22,20201015,2020,Q4,11,November,20-Nov,47,22,Sunday,TRUE
2020-11-23,20170711,2020,Q4,11,November,20-Nov,48,23,Monday,FALSE
2020-11-24,20151009,2020,Q4,11,November,20-Nov,48,24,Tuesday,FALSE
2020-11-25,20170122,2020,Q4,11,November,20-Nov,48,25,Wednesday,FALSE
2020-11-26,20180925,2020,Q4,11,November,20-Nov,48,26,Thursday,FALSE
2020-11-27,20200630,2020,Q4,11,November,20-Nov,48,27,Friday,FALSE
2020-11-28,20190702,2020,Q4,11,November,20-Nov,48,28,Saturday,TRUE
2020-11-29,20211006,2020,Q4,11,November,20-Nov,48,29,Sunday,TRUE
2020-11-30,20171010,2020,Q4,11,November,20-Nov,49,30,Monday,FALSE
2020-12-01,20240107,2020,Q4,12,December,20-Dec,49,1,Tuesday,FALSE
2020-12-02,20210922,2020,Q4,12,December,20-Dec,49,2,Wednesday,FALSE
2020-12-03,20200225,2020,Q4,12,December,20-Dec,49,3,Thursday,FALSE
2020-12-04,20160122,2020,Q4,12,December,20-Dec,49,4,Friday,FALSE
2020-12-05,20190717,2020,Q4,12,December,20-Dec,49,5,Saturday,TRUE
2020-12-06,20240608,2020,Q4,12,December,20-Dec,49,6,Sunday,TRUE
2020-12-07,20150617,2020,Q4,12,December,20-Dec,50,7,Monday,FALSE
2020-12-08,20190310,2020,Q4,12,December,20-Dec,50,8,Tuesday,FALSE
2020-12-09,20230820,2020,Q4,12,December,20-Dec,50,9,Wednesday,FALSE
2020-12-10,20231126,2020,Q4,12,December,20-Dec,50,10,Thursday,FALSE
2020-12-11,20200515,2020,Q4,12,December,20-Dec,50,11,Friday,FALSE
2020-12-12,20230214,2020,Q4,12,December,20-Dec,50,12,Saturday,TRUE
2020-12-13,20201202,2020,Q4,12,December,20-Dec,50,13,Sunday,TRUE
2020-12-14,20190310,2020,Q4,12,December,20-Dec,51,14,Monday,FALSE
2020-12-15,20150911,2020,Q4,12,December,20-Dec,51,15,Tuesday,FALSE
2020-12-16,20171223,2020,Q4,12,December,20-Dec,51,16,Wednesday,FALSE
2020-12-17,20201016,2020,Q4,12,December,20-Dec,51,17,Thursday,FALSE
2020-12-18,20210416,2020,Q4,12,December,20-Dec,51,18,Friday,FALSE
2020-12-19,20200226,2020,Q4,12,December,20-Dec,51,19,Saturday,TRUE
2020-12-20,20180228,2020,Q4,12,December,20-Dec,51,20,Sunday,TRUE
2020-12-21,20240613,2020,Q4,12,December,20-Dec,52,21,Monday,FALSE
2020-12-22,20200123,2020,Q4,12,December,20-Dec,52,22,Tuesday,FALSE
2020-12-23,20240328,2020,Q4,12,December,20-Dec,52,23,Wednesday,FALSE
2020-12-24,20170219,2020,Q4,12,December,20-Dec,52,24,Thursday,FALSE
2020-12-25,20170520,2020,Q4,12,December,20-Dec,52,25,Friday,FALSE
2020-12-26,20200524,2020,Q4,12,December,20-Dec,52,26,Saturday,TRUE
2020-12-27,20180106,2020,Q4,12,December,20-Dec,52,27,Sunday,TRUE
2020-12-28,20201124,2020,Q4,12,December,20-Dec,53,28,Monday,FALSE
2020-12-29,20170217,2020,Q4,12,December,20-Dec,53,29,Tuesday,FALSE
2020-12-30,20160301,2020,Q4,12,December,20-Dec,53,30,Wednesday,FALSE
2020-12-31,20180703,2020,Q4,12,December,20-Dec,53,31,Thursday,FALSE
2021-01-01,20181213,2021,Q1,1,January,21-Jan,53,1,Friday,FALSE
2021-01-02,20191204,2021,Q1,1,January,21-Jan,53,2,Saturday,TRUE
2021-01-03,20160426,2021,Q1,1,January,21-Jan,53,3,Sunday,TRUE
2021-01-04,20230528,2021,Q1,1,January,21-Jan,1,4,Monday,FALSE
2021-01-05,20211027,2021,Q1,1,January,21-Jan,1,5,Tuesday,FALSE
2021-01-06,20240723,2021,Q1,1,January,21-Jan,1,6,Wednesday,FALSE
2021-01-07,20161122,2021,Q1,1,January,21-Jan,1,7,Thursday,FALSE
2021-01-08,20181123,2021,Q1,1,January,21-Jan,1,8,Friday,FALSE
2021-01-09,20190329,2021,Q1,1,January,21-Jan,1,9,Saturday,TRUE
2021-01-10,20170610,2021,Q1,1,January,21-Jan,1,10,Sunday,TRUE
2021-01-11,20170816,2021,Q1,1,January,21-Jan,2,11,Monday,FALSE
2021-01-12,20210920,2021,Q1,1,January,21-Jan,2,12,Tuesday,FALSE
2021-01-13,20161010,2021,Q1,1,January,21-Jan,2,13,Wednesday,FALSE
2021-01-14,20150310,2021,Q1,1,January,21-Jan,2,14,Thursday,FALSE
2021-01-15,20180417,2021,Q1,1,January,21-Jan,2,15,Friday,FALSE
2021-01-16,20180504,2021,Q1,1,January,21-Jan,2,16,Saturday,TRUE
2021-01-17,20230713,2021,Q1,1,January,21-Jan,2,17,Sunday,TRUE
2021-01-18,20200317,2021,Q1,1,January,21-Jan,3,18,Monday,FALSE
2021-01-19,20181228,2021,Q1,1,January,21-Jan,3,19,Tuesday,FALSE
2021-01-20,20240731,2021,Q1,1,January,21-Jan,3,20,Wednesday,FALSE
2021-01-21,20180715,2021,Q1,1,January,21-Jan,3,21,Thursday,FALSE
2021-01-22,20180911,2021,Q1,1,January,21-Jan,3,22,Friday,FALSE
2021-01-23,20230409,2021,Q1,1,January,21-Jan,3,23,Saturday,TRUE
2021-01-24,20210429,2021,Q1,1,January,21-Jan,3,24,Sunday,TRUE
2021-01-25,20160722,2021,Q1,1,January,21-Jan,4,25,Monday,FALSE
2021-01-26,20210401,2021,Q1,1,January,21-Jan,4,26,Tuesday,FALSE
2021-01-27,20200925,2021,Q1,1,January,21-Jan,4,27,Wednesday,FALSE
2021-01-28,20200108,2021,Q1,1,January,21-Jan,4,28,Thursday,FALSE
2021-01-29,20170324,2021,Q1,1,January,21-Jan,4,29,Friday,FALSE
2021-01-30,20211026,2021,Q1,1,January,21-Jan,4,30,Saturday,TRUE
